;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
1808;1808;Positif;zonazona aman di bali bisa dilihat di aplikasi pedulilindungi  penggunaan aplikasi ini juga wajib di lokasi wisata yang akan dikunjungi di bali  wisatajagaprokes;zonazona aman di bali bisa dilihat di aplikasi pedulilindungi penggunaan aplikasi ini juga wajib di lokasi wisata yang akan dikunjungi di bali wisatajagaprokes;['zonazona', 'aman', 'di', 'bali', 'bisa', 'dilihat', 'di', 'aplikasi', 'pedulilindungi', 'penggunaan', 'aplikasi', 'ini', 'juga', 'wajib', 'di', 'lokasi', 'wisata', 'yang', 'akan', 'dikunjungi', 'di', 'bali', 'wisatajagaprokes'];<FreqDist with 18 samples and 23 outcomes>;['zonazona', 'aman', 'bali', 'aplikasi', 'pedulilindungi', 'penggunaan', 'aplikasi', 'wajib', 'lokasi', 'wisata', 'dikunjungi', 'bali'];zonazona aman bali aplikasi pedulilindungi penggunaan aplikasi wajib lokasi wisata dikunjungi bali wisatajagaprokes;zonazona aman bal aplikasi pedulilindungi guna aplikasi wajib lokasi wisata kunjung bal;['zonazona', 'aman', 'bali', 'aplikasi', 'pedulilindungi', 'penggunaan', 'aplikasi', 'wajib', 'lokasi', 'wisata', 'dikunjungi', 'bali', 'wisatajagaprokes']
1809;1809;Positif;yuks yang mendukung pariwisata bangkit lagi dan ingin liburan ke bali persiapkan segala sesuatunya dengan baik aplikasi peduli lindungi ya jangan lupa disiapkan disitu sudah ada sertifikat vaksin juga soalnya wisatajagaprokes;yuks yang mendukung pariwisata bangkit lagi dan ingin liburan ke bali persiapkan segala sesuatunya dengan baik aplikasi peduli lindungi ya jangan lupa disiapkan disitu sudah ada sertifikat vaksin juga soalnya wisatajagaprokes;['yuks', 'yang', 'mendukung', 'pariwisata', 'bangkit', 'lagi', 'dan', 'ingin', 'liburan', 'ke', 'bali', 'persiapkan', 'segala', 'sesuatunya', 'dengan', 'baik', 'aplikasi', 'peduli', 'lindungi', 'ya', 'jangan', 'lupa', 'disiapkan', 'disitu', 'sudah', 'ada', 'sertifikat', 'vaksin', 'juga', 'soalnya', 'wisatajagaprokes'];<FreqDist with 31 samples and 31 outcomes>;['yuks', 'mendukung', 'pariwisata', 'bangkit', 'liburan', 'bali', 'persiapkan', 'aplikasi', 'peduli', 'lindungi', 'lupa', 'disiapkan', 'disitu', 'sertifikat', 'vaksin'];yuk mendukung pariwisata bangkit liburan bali persiapkan aplikasi peduli lindungi lupa disiapkan disitu sertifikat vaksin wisatajagaprokes;yuk dukung pariwisata bangkit libur bal siap aplikasi peduli lindung lupa siap situ sertifikat vaksin;['yuks', 'mendukung', 'pariwisata', 'bangkit', 'liburan', 'bali', 'persiapkan', 'aplikasi', 'peduli', 'lindungi', 'lupa', 'disiapkan', 'disitu', 'sertifikat', 'vaksin', 'wisatajagaprokes']
1810;1810;Positif;yuk netizen kita ikut vaksinasi dan terapkan protkol kesehatan dan juga jgn lupa pakai terus pedulilindungi dimanapun berada utk bs lebih aman beraktifitas  vaksinpentingimunkuat ikhtiaratasipandemi  httpstcosbkcqcolg  httpstcoydpcfyp;yuk netizen kita ikut vaksinasi dan terapkan protkol kesehatan dan juga jgn lupa pakai terus pedulilindungi dimanapun berada utk bs lebih aman beraktifitas vaksinpentingimunkuat ikhtiaratasipandemi httpstcosbkcqcolg httpstcoydpcfyp;['yuk', 'netizen', 'kita', 'ikut', 'vaksinasi', 'dan', 'terapkan', 'protkol', 'kesehatan', 'dan', 'juga', 'jgn', 'lupa', 'pakai', 'terus', 'pedulilindungi', 'dimanapun', 'berada', 'utk', 'bs', 'lebih', 'aman', 'beraktifitas', 'vaksinpentingimunkuat', 'ikhtiaratasipandemi', 'httpstcosbkcqcolg', 'httpstcoydpcfyp'];<FreqDist with 26 samples and 27 outcomes>;['netizen', 'vaksinasi', 'terapkan', 'protkol', 'kesehatan', 'lupa', 'pakai', 'pedulilindungi', 'dimanapun', 'aman', 'beraktifitas'];netizen vaksinasi terapkan protkol kesehatan lupa pakai pedulilindungi dimanapun aman beraktifitas vaksinpentingimunkuat ikhtiaratasipandemi httpstcosbkcqcolg httpstcoydpcfyp;netizen vaksinasi terap protkol sehat lupa pakai pedulilindungi mana aman beraktifitas;['netizen', 'vaksinasi', 'terapkan', 'protkol', 'kesehatan', 'lupa', 'pakai', 'pedulilindungi', 'dimanapun', 'aman', 'beraktifitas', 'vaksinpentingimunkuat', 'ikhtiaratasipandemi', 'httpstcosbkcqcolg', 'httpstcoydpcfyp']
1811;1811;Positif;yg mo ambil vaksin booster hr ini di rsui lsg aja datang ke pendaftaran disana bilang mau vaksin ke  sambil nunjukin vaksin  di peduli lindungi tidak bayar alias gratis;yg mo ambil vaksin booster hr ini di rsui lsg aja datang ke pendaftaran disana bilang mau vaksin ke sambil nunjukin vaksin di peduli lindungi tidak bayar alias gratis;['yg', 'mo', 'ambil', 'vaksin', 'booster', 'hr', 'ini', 'di', 'rsui', 'lsg', 'aja', 'datang', 'ke', 'pendaftaran', 'disana', 'bilang', 'mau', 'vaksin', 'ke', 'sambil', 'nunjukin', 'vaksin', 'di', 'peduli', 'lindungi', 'tidak', 'bayar', 'alias', 'gratis'];<FreqDist with 25 samples and 29 outcomes>;['ambil', 'vaksin', 'booster', 'rsui', 'lsg', 'pendaftaran', 'disana', 'vaksin', 'nunjukin', 'vaksin', 'peduli', 'lindungi', 'bayar', 'alias', 'gratis'];ambil vaksin booster rsui langsung pendaftaran disana vaksin nunjukin vaksin peduli lindungi bayar alias gratis;ambil vaksin booster rsui langsung daftar sana vaksin nunjukin vaksin peduli lindung bayar alias gratis;['ambil', 'vaksin', 'booster', 'rsui', 'lsg', 'pendaftaran', 'disana', 'vaksin', 'nunjukin', 'vaksin', 'peduli', 'lindungi', 'bayar', 'alias', 'gratis']
1812;1812;Positif;yang penting punya peduli lindungi kalo punya kamu aku ndak mampu;yang penting punya peduli lindungi kalo punya kamu aku ndak mampu;['yang', 'penting', 'punya', 'peduli', 'lindungi', 'kalo', 'punya', 'kamu', 'aku', 'ndak', 'mampu'];<FreqDist with 10 samples and 11 outcomes>;['peduli', 'lindungi', 'ndak'];peduli lindungi indak;peduli lindung indak;['peduli', 'lindungi', 'ndak']
1813;1813;Positif;yang harus diterapkan yaitu protokol kesehatan dan standarisasi chse serta penggunaan aplikasi pedulilindungi di lokasi wisata yang menjadi tempat kedatangan turis pariwisata bangkit lagi deh  wisatajagaprokes;yang harus diterapkan yaitu protokol kesehatan dan standarisasi chse serta penggunaan aplikasi pedulilindungi di lokasi wisata yang menjadi tempat kedatangan turis pariwisata bangkit lagi deh wisatajagaprokes;['yang', 'harus', 'diterapkan', 'yaitu', 'protokol', 'kesehatan', 'dan', 'standarisasi', 'chse', 'serta', 'penggunaan', 'aplikasi', 'pedulilindungi', 'di', 'lokasi', 'wisata', 'yang', 'menjadi', 'tempat', 'kedatangan', 'turis', 'pariwisata', 'bangkit', 'lagi', 'deh', 'wisatajagaprokes'];<FreqDist with 25 samples and 26 outcomes>;['diterapkan', 'protokol', 'kesehatan', 'standarisasi', 'chse', 'penggunaan', 'aplikasi', 'pedulilindungi', 'lokasi', 'wisata', 'kedatangan', 'turis', 'pariwisata', 'bangkit'];diterapkan protokol kesehatan standarisasi chse penggunaan aplikasi pedulilindungi lokasi wisata kedatangan turis pariwisata bangkit wisatajagaprokes;terap protokol sehat standar chse guna aplikasi pedulilindungi lokasi wisata datang turis pariwisata bangkit;['diterapkan', 'protokol', 'kesehatan', 'standarisasi', 'chse', 'penggunaan', 'aplikasi', 'pedulilindungi', 'lokasi', 'wisata', 'kedatangan', 'turis', 'pariwisata', 'bangkit', 'wisatajagaprokes']
1814;1814;Positif;yaah pada dasarnya kita emang disuruh pake aplikasi peduli lindungi agar memenuhi syarat kemanamana dan dimanamana yakan akwk;yaah pada dasarnya kita emang disuruh pake aplikasi peduli lindungi agar memenuhi syarat kemanamana dan dimanamana yakan akwk;['yaah', 'pada', 'dasarnya', 'kita', 'emang', 'disuruh', 'pake', 'aplikasi', 'peduli', 'lindungi', 'agar', 'memenuhi', 'syarat', 'kemanamana', 'dan', 'dimanamana', 'yakan', 'akwk'];<FreqDist with 18 samples and 18 outcomes>;['dasarnya', 'emang', 'disuruh', 'pake', 'aplikasi', 'peduli', 'lindungi', 'memenuhi', 'syarat', 'kemanamana', 'dimanamana', 'yakan', 'akwk'];dasarnya memang disuruh pakai aplikasi peduli lindungi memenuhi syarat kemanamana dimanamana yakan akwk;dasar memang suruh pakai aplikasi peduli lindung penuh syarat kemanamana dimanamana yakan akwk;['dasarnya', 'emang', 'disuruh', 'pake', 'aplikasi', 'peduli', 'lindungi', 'memenuhi', 'syarat', 'kemanamana', 'dimanamana', 'yakan', 'akwk']
1815;1815;Positif;ya tuhan kalo aku pingsan karna ada orang nakal apa di cover peduli lindungi dan bpjs;ya tuhan kalo aku pingsan karna ada orang nakal apa di cover peduli lindungi dan bpjs;['ya', 'tuhan', 'kalo', 'aku', 'pingsan', 'karna', 'ada', 'orang', 'nakal', 'apa', 'di', 'cover', 'peduli', 'lindungi', 'dan', 'bpjs'];<FreqDist with 16 samples and 16 outcomes>;['tuhan', 'pingsan', 'karna', 'nakal', 'cover', 'peduli', 'lindungi', 'bpjs'];tuhan pingsan karena nakal cover peduli lindungi bpjs;tuhan pingsan karena nakal cover peduli lindung bpjs;['tuhan', 'pingsan', 'karna', 'nakal', 'cover', 'peduli', 'lindungi', 'bpjs']
1816;1816;Positif;wkwkwk yg peduli lindungi jadi peduliin aku dong jujur ga expect ð lucu bgt iya maaf recehð­;wkwkwk yg peduli lindungi jadi peduliin aku dong jujur ga expect lucu bgt iya maaf receh;['wkwkwk', 'yg', 'peduli', 'lindungi', 'jadi', 'peduliin', 'aku', 'dong', 'jujur', 'ga', 'expect', 'lucu', 'bgt', 'iya', 'maaf', 'receh'];<FreqDist with 16 samples and 16 outcomes>;['peduli', 'lindungi', 'peduliin', 'jujur', 'expect', 'lucu', 'maaf', 'receh'];peduli lindungi mempedulikan jujur expect lucu maaf receh;peduli lindung peduli jujur expect lucu maaf receh;['peduli', 'lindungi', 'peduliin', 'jujur', 'expect', 'lucu', 'maaf', 'receh']
1817;1817;Positif;wew antigen di stasiun tidak masuk peduli lindungi bayarnya cash what a mess;wew antigen di stasiun tidak masuk peduli lindungi bayarnya cash what  mess;['wew', 'antigen', 'di', 'stasiun', 'tidak', 'masuk', 'peduli', 'lindungi', 'bayarnya', 'cash', 'what', 'mess'];<FreqDist with 12 samples and 12 outcomes>;['wew', 'antigen', 'stasiun', 'peduli', 'lindungi', 'bayarnya', 'cash', 'mess'];wew antigen stasiun peduli lindungi bayarnya cash mess;wew antigen stasiun peduli lindung bayar cash mess;['wew', 'antigen', 'stasiun', 'peduli', 'lindungi', 'bayarnya', 'cash', 'mess']
1818;1818;Positif;wear mask and check in to the peduli lindungi app js a must;wear mask and check in to the peduli lindungi app js  must;['wear', 'mask', 'and', 'check', 'in', 'to', 'the', 'peduli', 'lindungi', 'app', 'js', 'must'];<FreqDist with 12 samples and 12 outcomes>;['wear', 'mask', 'check', 'peduli', 'lindungi', 'app', 'js', 'must'];wear mask check peduli lindungi app js must;wear mask check peduli lindung app js must;['wear', 'mask', 'check', 'peduli', 'lindungi', 'app', 'js', 'must']
1819;1819;Positif;wajib punya aplikasi pedulilindungi karena kita  bisa melihat dimana zona yang aman dan yang membutuhkan kehatihatian tapi walau ada dizona aman tetep harus taat prokes ya tweeps wisatajagaprokes;wajib punya aplikasi pedulilindungi karena kita bisa melihat dimana zona yang aman dan yang membutuhkan kehatihatian tapi walau ada dizona aman tetep harus taat prokes ya tweeps wisatajagaprokes;['wajib', 'punya', 'aplikasi', 'pedulilindungi', 'karena', 'kita', 'bisa', 'melihat', 'dimana', 'zona', 'yang', 'aman', 'dan', 'yang', 'membutuhkan', 'kehatihatian', 'tapi', 'walau', 'ada', 'dizona', 'aman', 'tetep', 'harus', 'taat', 'prokes', 'ya', 'tweeps', 'wisatajagaprokes'];<FreqDist with 26 samples and 28 outcomes>;['wajib', 'aplikasi', 'pedulilindungi', 'dimana', 'zona', 'aman', 'membutuhkan', 'kehatihatian', 'dizona', 'aman', 'tetep', 'taat', 'prokes', 'tweeps'];wajib aplikasi pedulilindungi dimana zona aman membutuhkan kehatihatian dizona aman tetap taat prokes tweeps wisatajagaprokes;wajib aplikasi pedulilindungi mana zona aman butuh kehatihatian zona aman tetap taat prokes tweeps;['wajib', 'aplikasi', 'pedulilindungi', 'dimana', 'zona', 'aman', 'membutuhkan', 'kehatihatian', 'dizona', 'aman', 'tetep', 'taat', 'prokes', 'tweeps', 'wisatajagaprokes']
1820;1820;Positif;wajib plindungi ya wajib dari vaksin pertama dan vaksin ke dua kategori hijau  httpstcozpyrdp;wajib plindungi ya wajib dari vaksin pertama dan vaksin ke dua kategori hijau httpstcozpyrdp;['wajib', 'plindungi', 'ya', 'wajib', 'dari', 'vaksin', 'pertama', 'dan', 'vaksin', 'ke', 'dua', 'kategori', 'hijau', 'httpstcozpyrdp'];<FreqDist with 12 samples and 14 outcomes>;['wajib', 'wajib', 'vaksin', 'vaksin', 'kategori', 'hijau'];wajib plindungi wajib vaksin vaksin kategori hijau httpstcozpyrdp;wajib wajib vaksin vaksin kategori hijau;['wajib', 'plindungi', 'wajib', 'vaksin', 'vaksin', 'kategori', 'hijau', 'httpstcozpyrdp']
1821;1821;Positif;wah terbaik nih pedulilindungi  sudah mencapai  juta pengguna nih gais  yuk jangan lupa untuk selalu terapkan prokes   vaksinasiperkuatimunitas ikhtiaratasipandemi  httpstcosiwojrkcf;wah terbaik nih pedulilindungi sudah mencapai juta pengguna nih gais yuk jangan lupa untuk selalu terapkan prokes vaksinasiperkuatimunitas ikhtiaratasipandemi httpstcosiwojrkcf;['wah', 'terbaik', 'nih', 'pedulilindungi', 'sudah', 'mencapai', 'juta', 'pengguna', 'nih', 'gais', 'yuk', 'jangan', 'lupa', 'untuk', 'selalu', 'terapkan', 'prokes', 'vaksinasiperkuatimunitas', 'ikhtiaratasipandemi', 'httpstcosiwojrkcf'];<FreqDist with 19 samples and 20 outcomes>;['terbaik', 'pedulilindungi', 'mencapai', 'juta', 'pengguna', 'gais', 'lupa', 'terapkan', 'prokes'];terbaik pedulilindungi mencapai juta pengguna gais lupa terapkan prokes vaksinasiperkuatimunitas ikhtiaratasipandemi httpstcosiwojrkcf;baik pedulilindungi capai juta guna gais lupa terap prokes;['terbaik', 'pedulilindungi', 'mencapai', 'juta', 'pengguna', 'gais', 'lupa', 'terapkan', 'prokes', 'vaksinasiperkuatimunitas', 'ikhtiaratasipandemi', 'httpstcosiwojrkcf']
1822;1822;Positif;vaksinasi ga bisa menghentikan pandemi cuma pedulilindungi yang bisa ððððð  httpstcoczfihfmsmo;vaksinasi ga bisa menghentikan pandemi cuma pedulilindungi yang bisa httpstcoczfihfmsmo;['vaksinasi', 'ga', 'bisa', 'menghentikan', 'pandemi', 'cuma', 'pedulilindungi', 'yang', 'bisa', 'httpstcoczfihfmsmo'];<FreqDist with 9 samples and 10 outcomes>;['vaksinasi', 'menghentikan', 'pandemi', 'pedulilindungi'];vaksinasi menghentikan pandemi pedulilindungi httpstcoczfihfmsmo;vaksinasi henti pandemi pedulilindungi;['vaksinasi', 'menghentikan', 'pandemi', 'pedulilindungi', 'httpstcoczfihfmsmo']
1823;1823;Positif;usai berlibur  wisatawan scan check out peduli lindungi di  dermaga keberangkatan pulau pemukiman kepulauan seribuâ utara  httpstcoqyxcoade;usai berlibur wisatawan scan check out peduli lindungi di dermaga keberangkatan pulau pemukiman kepulauan seribuutara httpstcoqyxcoade;['usai', 'berlibur', 'wisatawan', 'scan', 'check', 'out', 'peduli', 'lindungi', 'di', 'dermaga', 'keberangkatan', 'pulau', 'pemukiman', 'kepulauan', 'seribuutara', 'httpstcoqyxcoade'];<FreqDist with 16 samples and 16 outcomes>;['berlibur', 'wisatawan', 'scan', 'check', 'out', 'peduli', 'lindungi', 'dermaga', 'keberangkatan', 'pulau', 'pemukiman', 'kepulauan', 'seribuutara'];berlibur wisatawan scan check out peduli lindungi dermaga keberangkatan pulau pemukiman kepulauan seribuutara httpstcoqyxcoade;libur wisatawan scan check out peduli lindung dermaga berangkat pulau mukim pulau seribuutara;['berlibur', 'wisatawan', 'scan', 'check', 'out', 'peduli', 'lindungi', 'dermaga', 'keberangkatan', 'pulau', 'pemukiman', 'kepulauan', 'seribuutara', 'httpstcoqyxcoade']
1824;1824;Positif;untuk mengurangi penyebaran covid   maka setiap aktivitas masuk ke kantor balai desa tampingwinarno harus men scan qr code melalui aplikasi peduli lindungi  httpstcokcruvgfv;untuk mengurangi penyebaran covid maka setiap aktivitas masuk ke kantor balai desa tampingwinarno harus men scan qr code melalui aplikasi peduli lindungi httpstcokcruvgfv;['untuk', 'mengurangi', 'penyebaran', 'covid', 'maka', 'setiap', 'aktivitas', 'masuk', 'ke', 'kantor', 'balai', 'desa', 'tampingwinarno', 'harus', 'men', 'scan', 'qr', 'code', 'melalui', 'aplikasi', 'peduli', 'lindungi', 'httpstcokcruvgfv'];<FreqDist with 23 samples and 23 outcomes>;['mengurangi', 'penyebaran', 'covid', 'aktivitas', 'kantor', 'balai', 'desa', 'tampingwinarno', 'scan', 'qr', 'code', 'aplikasi', 'peduli', 'lindungi'];mengurangi penyebaran covid aktivitas kantor balai desa tampingwinarno scan qr code aplikasi peduli lindungi httpstcokcruvgfv;kurang sebar covid aktivitas kantor balai desa tampingwinarno scan qr code aplikasi peduli lindung;['mengurangi', 'penyebaran', 'covid', 'aktivitas', 'kantor', 'balai', 'desa', 'tampingwinarno', 'scan', 'qr', 'code', 'aplikasi', 'peduli', 'lindungi', 'httpstcokcruvgfv']
1825;1825;Positif;untuk membangkitkan dunia pariwisata selain menerapkan protokol kesehatan ama standarisasi chse ternyata penggunaan aplikasi pedulilindungi di lokasi wisata juga diwajibkan dan terbukti ampuh utk menjaga minat wisatawan bangkit lagi wisatajagaprokes;untuk membangkitkan dunia pariwisata selain menerapkan protokol kesehatan ama standarisasi chse ternyata penggunaan aplikasi pedulilindungi di lokasi wisata juga diwajibkan dan terbukti ampuh utk menjaga minat wisatawan bangkit lagi wisatajagaprokes;['untuk', 'membangkitkan', 'dunia', 'pariwisata', 'selain', 'menerapkan', 'protokol', 'kesehatan', 'ama', 'standarisasi', 'chse', 'ternyata', 'penggunaan', 'aplikasi', 'pedulilindungi', 'di', 'lokasi', 'wisata', 'juga', 'diwajibkan', 'dan', 'terbukti', 'ampuh', 'utk', 'menjaga', 'minat', 'wisatawan', 'bangkit', 'lagi', 'wisatajagaprokes'];<FreqDist with 30 samples and 30 outcomes>;['membangkitkan', 'dunia', 'pariwisata', 'menerapkan', 'protokol', 'kesehatan', 'standarisasi', 'chse', 'penggunaan', 'aplikasi', 'pedulilindungi', 'lokasi', 'wisata', 'diwajibkan', 'terbukti', 'ampuh', 'menjaga', 'minat', 'wisatawan', 'bangkit'];membangkitkan dunia pariwisata menerapkan protokol kesehatan standarisasi chse penggunaan aplikasi pedulilindungi lokasi wisata diwajibkan terbukti ampuh menjaga minat wisatawan bangkit wisatajagaprokes;bangkit dunia pariwisata terap protokol sehat standar chse guna aplikasi pedulilindungi lokasi wisata wajib bukti ampuh jaga minat wisatawan bangkit;['membangkitkan', 'dunia', 'pariwisata', 'menerapkan', 'protokol', 'kesehatan', 'standarisasi', 'chse', 'penggunaan', 'aplikasi', 'pedulilindungi', 'lokasi', 'wisata', 'diwajibkan', 'terbukti', 'ampuh', 'menjaga', 'minat', 'wisatawan', 'bangkit', 'wisatajagaprokes']
1826;1826;Positif;untuk masuk kantor pun harus menunjukan aplikasi pedulilindungi karena gedung jadi satu dg pusat mall terbesar di jakarta   wisatajagaprokes pariwisata bangkit lagi;untuk masuk kantor pun harus menunjukan aplikasi pedulilindungi karena gedung jadi satu dg pusat mall terbesar di jakarta wisatajagaprokes pariwisata bangkit lagi;['untuk', 'masuk', 'kantor', 'pun', 'harus', 'menunjukan', 'aplikasi', 'pedulilindungi', 'karena', 'gedung', 'jadi', 'satu', 'dg', 'pusat', 'mall', 'terbesar', 'di', 'jakarta', 'wisatajagaprokes', 'pariwisata', 'bangkit', 'lagi'];<FreqDist with 22 samples and 22 outcomes>;['kantor', 'menunjukan', 'aplikasi', 'pedulilindungi', 'gedung', 'pusat', 'mall', 'terbesar', 'jakarta', 'pariwisata', 'bangkit'];kantor menunjukan aplikasi pedulilindungi gedung pusat mall terbesar jakarta wisatajagaprokes pariwisata bangkit;kantor tunjuk aplikasi pedulilindungi gedung pusat mall besar jakarta pariwisata bangkit;['kantor', 'menunjukan', 'aplikasi', 'pedulilindungi', 'gedung', 'pusat', 'mall', 'terbesar', 'jakarta', 'wisatajagaprokes', 'pariwisata', 'bangkit']
1827;1827;Positif;ui nya peduli lindungi yang baru keren sii  httpstcojarobxev;ui nya peduli lindungi yang baru keren sii httpstcojarobxev;['ui', 'nya', 'peduli', 'lindungi', 'yang', 'baru', 'keren', 'sii', 'httpstcojarobxev'];<FreqDist with 9 samples and 9 outcomes>;['ui', 'peduli', 'lindungi', 'keren', 'sii'];ui peduli lindungi keren sih httpstcojarobxev;ui peduli lindung keren sih;['ui', 'peduli', 'lindungi', 'keren', 'sii', 'httpstcojarobxev']
1828;1828;Positif;udh dibilangin masuk ikea pk peduli lindungi emak gue batu;udh dibilangin masuk ikea pk peduli lindungi emak gue batu;['udh', 'dibilangin', 'masuk', 'ikea', 'pk', 'peduli', 'lindungi', 'emak', 'gue', 'batu'];<FreqDist with 10 samples and 10 outcomes>;['udh', 'dibilangin', 'ikea', 'pk', 'peduli', 'lindungi', 'emak', 'gue', 'batu'];sudah dibilangin ikea pakai peduli lindungi emak gue batu;sudah dibilangin ikea pakai peduli lindung emak gue batu;['udh', 'dibilangin', 'ikea', 'pk', 'peduli', 'lindungi', 'emak', 'gue', 'batu']
